Species	Entrez.ID	Gene	Description	Evidence..PMID.	Tier	References	Function..PMID.
483	Homo sapiens	9276	COPB2	Coatomer subunit beta	HTS (30108179)	5	30108179	-
484	Homo sapiens	23603	CORO1C	Coronin-1C	HTS (30108179)	5	30108179	-
485	Homo sapiens	29894	CPSF1	Cleavage and polyadenylation specificity factor subunit 1	HTS (30108179)	5	30108179	-
486	Homo sapiens	79869	CPSF7	Cleavage and polyadenylation specificity factor subunit 7	HTS (30108179)	5	30108179	-
487	Homo sapiens	51340	CRNKL1	Crooked neck-like protein 1	HTS (29742442)	5	29742442	-
488	Homo sapiens	1429	CRYZ	Quinone oxidoreductase	HTS (30108179)	5	30108179	-
489	Homo sapiens	1431	CS	Citrate synthase, mitochondrial	HTS (30108179)	5	30108179	-
490	Homo sapiens	7812	CSDE1	Cold shock domain-containing protein E1	HTS (30108179)	5	30108179	-
491	Homo sapiens	1434	CSE1L	Exportin-2	HTS (30108179)	5	30108179	-
492	Homo sapiens	1452	CSNK1A1	Casein kinase I isoform alpha	HTS (30108179)	5	30108179	-
493	Homo sapiens	1457	CSNK2A1	Casein kinase II subunit alpha	HTS (30108179)	5	30108179	-
494	Homo sapiens	1459	CSNK2A2	Casein kinase II subunit alpha	HTS (30108179)	5	30108179	-
495	Homo sapiens	10664	CTCF	Transcriptional repressor CTCF	HTS (29742442)	5	29742442	-
496	Homo sapiens	1503	CTPS1	CTP synthase 1	HTS (30108179)	5	30108179	-
497	Homo sapiens	8452	CUL3	Cullin-3	HTS (30108179)	5	30108179	-
498	Homo sapiens	8451	CUL4A	Cullin-4A	HTS (30108179)	5	30108179	-
499	Homo sapiens	54883	CWC25	Pre-mRNA-splicing factor CWC25 homolog	HTS (29742442)	5	29742442	-
500	Homo sapiens	26999	CYFIP2	Cytoplasmic FMR1-interacting protein 2	HTS (30108179)	5	30108179	-
501	Homo sapiens	7818	DAP3	28S ribosomal protein S29, mitochondrial	HTS (30108179)	5	30108179	-
502	Homo sapiens	26528	DAZAP1	DAZ-associated protein 1	HTS (30108179)	5	30108179	-
503	Homo sapiens	25879	DCAF13	DDB1- and CUL4-associated factor 13	HTS (29742442)	5	29742442	-
504	Homo sapiens	1650	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	HTS (30108179)	5	30108179	-
505	Homo sapiens	57062	DDX24	ATP-dependent RNA helicase DDX24	HTS (29742442)	5	29742442	-
506	Homo sapiens	55661	DDX27	Probable ATP-dependent RNA helicase DDX27	HTS (29742442)	5	29742442	-
507	Homo sapiens	64794	DDX31	Probable ATP-dependent RNA helicase DDX31	HTS (29742442)	5	29742442	-
508	Homo sapiens	10212	DDX39A	ATP-dependent RNA helicase DDX39A	HTS (29742442)	5	29742442	-
509	Homo sapiens	8653	DDX3Y	ATP-dependent RNA helicase DDX3Y	HTS (29742442)	5	29742442	-
510	Homo sapiens	54555	DDX49	Probable ATP-dependent RNA helicase DDX49	HTS (30108179)	5	30108179	-
511	Homo sapiens	79009	DDX50	ATP-dependent RNA helicase DDX50	HTS (29742442)	5	29742442	-
512	Homo sapiens	11056	DDX52	Probable ATP-dependent RNA helicase DDX52	HTS (29742442)	5	29742442	-
513	Homo sapiens	79039	DDX54	ATP-dependent RNA helicase DDX54	HTS (29742442)	5	29742442	-
514	Homo sapiens	54606	DDX56	Probable ATP-dependent RNA helicase DDX56	HTS (29742442)	5	29742442	-
515	Homo sapiens	23586	DDX58	Probable ATP-dependent RNA helicase DDX58	HTS (30108179)	5	30108179	-
516	Homo sapiens	1666	DECR1	2, 4-dienoyl-CoA reductase, mitochondrial	HTS (30108179)	5	30108179	-
517	Homo sapiens	7913	DEK	Protein DEK	HTS (29742442)	5	29742442	-
518	Homo sapiens	22898	DENND3	DENN domain-containing protein 3	HTS (30108179)	5	30108179	-
519	Homo sapiens	1665	DHX15	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	HTS (29742442)	5	29742442	-
520	Homo sapiens	8449	DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	HTS (30108179)	5	30108179	-
521	Homo sapiens	54505	DHX29	ATP-dependent RNA helicase DHX29	HTS (30108179)	5	30108179	-
522	Homo sapiens	57647	DHX37	Probable ATP-dependent RNA helicase DHX37	HTS (30108179)	5	30108179	-
523	Homo sapiens	9785	DHX38	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	HTS (30108179)	5	30108179	-
524	Homo sapiens	1729	DIAPH1	Protein diaphanous homolog 1	HTS (30108179)	5	30108179	-
525	Homo sapiens	27292	DIMT1	Probable dimethyladenosine transferase	HTS (30108179)	5	30108179	-
526	Homo sapiens	22894	DIS3	Exosome complex exonuclease RRP44	HTS (30108179)	5	30108179	-
527	Homo sapiens	115752	DIS3L	DIS3-like exonuclease 1	HTS (30108179)	5	30108179	-
528	Homo sapiens	3301	DNAJA1	DnaJ homolog subfamily A member 1	HTS (30108179)	5	30108179	-
529	Homo sapiens	23317	DNAJC13	DnaJ homolog subfamily C member 13	HTS (30108179)	5	30108179	-
530	Homo sapiens	27000	DNAJC2	DnaJ homolog subfamily C member 2	HTS (30108179)	5	30108179	-
531	Homo sapiens	22826	DNAJC8	DnaJ homolog subfamily C member 8	HTS (30108179)	5	30108179	-
532	Homo sapiens	30836	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	HTS (29742442)	5	29742442	-
533	Homo sapiens	55619	DOCK10	Dedicator of cytokinesis protein 10	HTS (30108179)	5	30108179	-
534	Homo sapiens	1794	DOCK2	Dedicator of cytokinesis protein 2	HTS (30108179)	5	30108179	-
535	Homo sapiens	81704	DOCK8	Dedicator of cytokinesis protein 8	HTS (30108179)	5	30108179	-
536	Homo sapiens	56896	DPYSL5	Dihydropyrimidinase-related protein 5	HTS (29742442)	5	29742442	-
537	Homo sapiens	4733	DRG1	Developmentally-regulated GTP-binding protein 1	HTS (30108179)	5	30108179	-
538	Homo sapiens	1828	DSG1	Desmoglein-1	HTS (30108179)	5	30108179	-
539	Homo sapiens	1832	DSP	Desmoplakin	HTS (30108179)	5	30108179	-
540	Homo sapiens	1778	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	HTS (30108179)	5	30108179	-
541	Homo sapiens	10969	EBNA1BP2	Probable rRNA-processing protein EBP2	HTS (29742442)	5	29742442	-
542	Homo sapiens	158078	EEF1A1P5	Putative elongation factor 1-alpha-like 3	HTS (29742442)	5	29742442	-
543	Homo sapiens	1933	EEF1B2	Elongation factor 1-beta	HTS (30108179)	5	30108179	-
544	Homo sapiens	1936	EEF1D	Elongation factor 1-delta	HTS (30108179)	5	30108179	-
545	Homo sapiens	60678	EEFSEC	Selenocysteine-specific elongation factor	HTS (30108179)	5	30108179	-
546	Homo sapiens	10938	EHD1	EH domain-containing protein 1	HTS (30108179)	5	30108179	-
547	Homo sapiens	30844	EHD4	EH domain-containing protein 4	HTS (30108179)	5	30108179	-
548	Homo sapiens	8890	EIF2B4	Translation initiation factor eIF-2B subunit delta	HTS (30108179)	5	30108179	-
549	Homo sapiens	1939	EIF2D	Eukaryotic translation initiation factor 2D	HTS (30108179)	5	30108179	-
550	Homo sapiens	8894	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	HTS (30108179)	5	30108179	-
551	Homo sapiens	255308	EIF2S3B	Putative eukaryotic translation initiation factor 2 subunit 3-like protein	HTS (29742442)	5	29742442	-
552	Homo sapiens	8661	EIF3A	Eukaryotic translation initiation factor 3 subunit A	HTS (30108179)	5	30108179	-
553	Homo sapiens	8662	EIF3B	Eukaryotic translation initiation factor 3 subunit B	HTS (30108179)	5	30108179	-
554	Homo sapiens	8663	EIF3C	Eukaryotic translation initiation factor 3 subunit C	HTS (30108179)	5	30108179	-
555	Homo sapiens	8665	EIF3F	Eukaryotic translation initiation factor 3 subunit F	HTS (29742442)	5	29742442	-
556	Homo sapiens	8668	EIF3I	Eukaryotic translation initiation factor 3 subunit I	HTS (29742442)	5	29742442	-
557	Homo sapiens	51386	EIF3L	Eukaryotic translation initiation factor 3 subunit L	HTS (30108179)	5	30108179	-
558	Homo sapiens	1974	EIF4A2	Eukaryotic initiation factor 4A-II	HTS (29742442)	5	29742442	-
559	Homo sapiens	1981	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	HTS (30108179)	5	30108179	-
560	Homo sapiens	1982	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2	HTS (30108179)	5	30108179	-
561	Homo sapiens	56648	EIF5A2	Eukaryotic translation initiation factor 5A-2	HTS (29742442)	5	29742442	-
562	Homo sapiens	143244	EIF5AL1	Eukaryotic translation initiation factor 5A-1-like	HTS (29742442)	5	29742442	-
563	Homo sapiens	3692	EIF6	Eukaryotic translation initiation factor 6	HTS (29742442)	5	29742442	-
564	Homo sapiens	1994	ELAVL1	ELAV-like protein 1	HTS (29742442)	5	29742442	-
565	Homo sapiens	23065	EMC1	ER membrane protein complex subunit 1	HTS (30108179)	5	30108179	-
566	Homo sapiens	2010	EMD	Emerin	HTS (30108179)	5	30108179	-
567	Homo sapiens	10436	EMG1	Ribosomal RNA small subunit methyltransferase NEP1	HTS (29742442)	5	29742442	-
568	Homo sapiens	27436	EML4	Echinoderm microtubule-associated protein-like 4	HTS (30108179)	5	30108179	-
569	Homo sapiens	2051	EPHB6	Ephrin type-B receptor 6	HTS (29742442)	5	29742442	-
570	Homo sapiens	83481	EPPK1	Epiplakin	HTS (29742442)	5	29742442	-
571	Homo sapiens	2058	EPRS1	Bifunctional glutamate/proline--tRNA ligase	HTS (30108179)	5	30108179	-
572	Homo sapiens	2059	EPS8	Epidermal growth factor receptor kinase substrate 8	HTS (30108179)	5	30108179	-
573	Homo sapiens	2079	ERH	Enhancer of rudimentary homolog	HTS (29742442)	5	29742442	-
574	Homo sapiens	23344	ESYT1	Extended synaptotagmin-1	HTS (30108179)	5	30108179	-
575	Homo sapiens	2107	ETF1	Eukaryotic peptide chain release factor subunit 1	HTS (30108179)	5	30108179	-
576	Homo sapiens	54512	EXOSC4	Exosome complex component RRP41	HTS (30108179)	5	30108179	-
577	Homo sapiens	118460	EXOSC6	Exosome complex component MTR3	HTS (30108179)	5	30108179	-
578	Homo sapiens	5393	EXOSC9	Exosome complex component RRP45	HTS (30108179)	5	30108179	-
579	Homo sapiens	23196	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	HTS (30108179)	5	30108179	-
580	Homo sapiens	283742	FAM98B	Protein FAM98B	HTS (30108179)	5	30108179	-
581	Homo sapiens	2193	FARSA	Phenylalanine--tRNA ligase alpha subunit	HTS (30108179)	5	30108179	-
582	Homo sapiens	10056	FARSB	Phenylalanine--tRNA ligase beta subunit	HTS (30108179)	5	30108179	-
583	Homo sapiens	2194	FASN	3-oxoacyl-[acyl-carrier-protein] reductase	HTS (30108179)	5	30108179	-
584	Homo sapiens	79791	FBXO31	F-box only protein 31	HTS (29742442)	5	29742442	-
585	Homo sapiens	51077	FCF1	rRNA-processing protein FCF1 homolog	HTS (29742442)	5	29742442	-
586	Homo sapiens	2287	FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3	HTS (30108179)	5	30108179	-
587	Homo sapiens	2288	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4	HTS (29742442)	5	29742442	-
588	Homo sapiens	388698	FLG2	Filaggrin-2	HTS (30108179)	5	30108179	-
589	Homo sapiens	2314	FLII	Protein flightless-1 homolog	HTS (30108179)	5	30108179	-
590	Homo sapiens	2316	FLNA	Filamin-A	HTS (30108179)	5	30108179	-
591	Homo sapiens	154791	FMC1	UPF0562 protein C7orf55	HTS (29742442)	5	29742442	-
592	Homo sapiens	752	FMNL1	Formin-like protein 1	HTS (30108179)	5	30108179	-
593	Homo sapiens	2335	FN1	Fibronectin	HTS (30108179)	5	30108179	-
594	Homo sapiens	23048	FNBP1	Formin-binding protein 1	HTS (30108179)	5	30108179	-
595	Homo sapiens	6624	FSCN1	Fascin	HTS (30108179)	5	30108179	-
596	Homo sapiens	117246	FTSJ3	pre-rRNA processing protein FTSJ3	HTS (29742442)	5	29742442	-
597	Homo sapiens	8880	FUBP1	Far upstream element-binding protein 1	HTS (30108179)	5	30108179	-
598	Homo sapiens	8939	FUBP3	Far upstream element-binding protein 3	HTS (30108179)	5	30108179	-
599	Homo sapiens	2597	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	HTS (30108179)	5	30108179	-
600	Homo sapiens	54433	GAR1	H/ACA ribonucleoprotein complex subunit 1	HTS (29742442)	5	29742442	-
601	Homo sapiens	2617	GARS1	Glycine--tRNA ligase	HTS (30108179)	5	30108179	-
602	Homo sapiens	2618	GART	Trifunctional purine biosynthetic protein adenosine-3	HTS (30108179)	5	30108179	-
603	Homo sapiens	10985	GCN1	Translational activator GCN1	HTS (30108179)	5	30108179	-
604	Homo sapiens	25929	GEMIN5	Gem-associated protein 5	HTS (30108179)	5	30108179	-
605	Homo sapiens	2673	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	HTS (30108179)	5	30108179	-
606	Homo sapiens	26058	GIGYF2	PERQ amino acid-rich with GYF domain-containing protein 2	HTS (30108179)	5	30108179	-
607	Homo sapiens	2771	GNAI2	Guanine nucleotide-binding protein G (i) subunit alpha-2	HTS (30108179)	5	30108179	-
608	Homo sapiens	2773	GNAI3	Guanine nucleotide-binding protein G (k) subunit alpha	HTS (29742442)	5	29742442	-
609	Homo sapiens	2782	GNB1	Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1	HTS (29742442)	5	29742442	-
610	Homo sapiens	2783	GNB2	Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-2	HTS (29742442)	5	29742442	-
611	Homo sapiens	29889	GNL2	Nucleolar GTP-binding protein 2	HTS (29742442)	5	29742442	-
612	Homo sapiens	54552	GNL3L	Guanine nucleotide-binding protein-like 3-like protein	HTS (29742442)	5	29742442	-
613	Homo sapiens	2801	GOLGA2	Golgin subfamily A member 2	HTS (30108179)	5	30108179	-
614	Homo sapiens	54865	GPATCH4	G patch domain-containing protein 4	HTS (29742442)	5	29742442	-
615	Homo sapiens	83743	GRWD1	Glutamate-rich WD repeat-containing protein 1	HTS (29742442)	5	29742442	-
616	Homo sapiens	2959	GTF2B	Transcription initiation factor IIB	HTS (30108179)	5	30108179	-
617	Homo sapiens	2962	GTF2F1	General transcription factor IIF subunit 1	HTS (30108179)	5	30108179	-
618	Homo sapiens	2969	GTF2I	General transcription factor II-I	HTS (30108179)	5	30108179	-
619	Homo sapiens	3005	H1-0	Histone H1.0	HTS (29742442)	5	29742442	-
620	Homo sapiens	3024	H1-1	Histone H1.1	HTS (29742442)	5	29742442	-
621	Homo sapiens	8971	H1-10	Histone H1.10	HTS (29742442)	5	29742442	-
622	Homo sapiens	3006	H1-2	Histone H1.2	HTS (29742442)	5	29742442	-
623	Homo sapiens	3007	H1-3	Histone H1.3	HTS (29742442)	5	29742442	-
624	Homo sapiens	8969	H2AC11	Histone H2A type 1	HTS (29742442)	5	29742442	-
625	Homo sapiens	85235	H2AC12	Histone H2A type 1-H	HTS (29742442)	5	29742442	-
626	Homo sapiens	8331	H2AC14	H2AC12	HTS (29742442)	5	29742442	-
627	Homo sapiens	8337	H2AC18	Histone H2A type 2-A	HTS (29742442)	5	29742442	-
628	Homo sapiens	8338	H2AC20	Histone H2A type 2-C	HTS (29742442)	5	29742442	-
629	Homo sapiens	8335	H2AC4	Histone H2A type 1-B/E	HTS (29742442)	5	29742442	-
630	Homo sapiens	8334	H2AC6	Histone H2A type 1-C	HTS (29742442)	5	29742442	-
631	Homo sapiens	3013	H2AC7	Histone H2A type 1-D	HTS (29742442)	5	29742442	-
632	Homo sapiens	55766	H2AJ	Histone H2A.J	HTS (29742442)	5	29742442	-
633	Homo sapiens	92815	H2AW	Histone H2A type 3	HTS (29742442)	5	29742442	-
634	Homo sapiens	3014	H2AX	Histone H2AX	HTS (29742442)	5	29742442	-
635	Homo sapiens	255626	H2BC1	Histone H2B type 1-A	HTS (29742442)	5	29742442	-
636	Homo sapiens	85236	H2BC12	Histone H2B type 1-K	HTS (29742442)	5	29742442	-
637	Homo sapiens	8340	H2BC13	Histone H2B type 1-L	HTS (29742442)	5	29742442	-
638	Homo sapiens	8342	H2BC14	Histone H2B type 1-M	HTS (29742442)	5	29742442	-
639	Homo sapiens	8341	H2BC15	Histone H2B type 1-N	HTS (29742442)	5	29742442	-
640	Homo sapiens	440689	H2BC18	Histone H2B type 2-F	HTS (29742442)	5	29742442	-
641	Homo sapiens	8345	H2BC9	Histone H2B type 1-H	HTS (29742442)	5	29742442	-
642	Homo sapiens	333932	H3C15	Histone H3.2	HTS (29742442)	5	29742442	-
643	Homo sapiens	8359	H4C1	Histone H4	HTS (29742442)	5	29742442	-
644	Homo sapiens	8365	H4C8	Histone H4	HTS (30108179)	5	30108179	-
645	Homo sapiens	3030	HADHA	Trifunctional enzyme subunit alpha, mitochondrial	HTS (30108179)	5	30108179	-
646	Homo sapiens	3032	HADHB	Trifunctional enzyme subunit beta, mitochondrial	HTS (30108179)	5	30108179	-
647	Homo sapiens	3035	HARS1	Histidine--tRNA ligase, cytoplasmic	HTS (30108179)	5	30108179	-
648	Homo sapiens	10767	HBS1L	HBS1-like protein	HTS (30108179)	5	30108179	-
649	Homo sapiens	3054	HCFC1	Host cell factor 1	HTS (30108179)	5	30108179	-
650	Homo sapiens	3066	HDAC2	Histone deacetylase 2	HTS (29742442)	5	29742442	-
651	Homo sapiens	55869	HDAC8	Histone deacetylase 8	HTS (30108179)	5	30108179	-
652	Homo sapiens	3069	HDLBP	Vigilin	HTS (30108179)	5	30108179	-
653	Homo sapiens	3105	HLA-A	HLA class I histocompatibility antigen, A alpha chain	HTS (30108179)	5	30108179	-
654	Homo sapiens	3119	HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain	HTS (30108179)	5	30108179	-
655	Homo sapiens	3123	HLA-DRB1	HLA class II histocompatibility antigen, DRB1 beta chain	HTS (30108179)	5	30108179	-
656	Homo sapiens	3146	HMGB1	High mobility group protein B1	HTS (30108179)	5	30108179	-
657	Homo sapiens	3148	HMGB2	High mobility group protein B2	HTS (30108179)	5	30108179	-
658	Homo sapiens	3151	HMGN2	Non-histone chromosomal protein HMG-17	HTS (29742442)	5	29742442	-
659	Homo sapiens	9324	HMGN3	High mobility group nucleosome-binding domain-containing protein 3	HTS (29742442)	5	29742442	-
660	Homo sapiens	144983	HNRNPA1L2	Heterogeneous nuclear ribonucleoprotein A1-like 2	HTS (29742442)	5	29742442	-
661	Homo sapiens	343069	HNRNPCL1	Heterogeneous nuclear ribonucleoprotein C-like 1	HTS (29742442)	5	29742442	-
662	Homo sapiens	3187	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	HTS (29742442)	5	29742442	-
663	Homo sapiens	3188	HNRNPH2	Heterogeneous nuclear ribonucleoprotein H2	HTS (29742442)	5	29742442	-
664	Homo sapiens	3189	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	HTS (29742442)	5	29742442	-
665	Homo sapiens	92906	HNRNPLL	Heterogeneous nuclear ribonucleoprotein L-like	HTS (29742442)	5	29742442	-
666	Homo sapiens	10236	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	HTS (29742442)	5	29742442	-
667	Homo sapiens	50809	HP1BP3	Heterochromatin protein 1-binding protein 3	HTS (29742442)	5	29742442	-
668	Homo sapiens	3265	HRAS	GTPase HRas	HTS (29742442)	5	29742442	-
669	Homo sapiens	388697	HRNR	Hornerin	HTS (30108179)	5	30108179	-
670	Homo sapiens	51144	HSD17B12	Estradiol 17-beta-dehydrogenase 12	HTS (30108179)	5	30108179	-
671	Homo sapiens	3295	HSD17B4	Peroxisomal multifunctional enzyme type 2	HTS (30108179)	5	30108179	-
672	Homo sapiens	3320	HSP90AA1	Heat shock protein HSP 90-alpha	HTS (30108179)	5	30108179	-
673	Homo sapiens	391634	HSP90AB2P	Putative heat shock protein HSP 90-beta 2	HTS (29742442)	5	29742442	-
674	Homo sapiens	7184	HSP90B1	Endoplasmin	HTS (30108179)	5	30108179	-
675	Homo sapiens	3308	HSPA4	Heat shock 70 kDa protein 4	HTS (29742442)	5	29742442	-
676	Homo sapiens	3309	HSPA5	78 kDa glucose-regulated protein	HTS (30108179)	5	30108179	-
677	Homo sapiens	3313	HSPA9	Stress-70 protein, mitochondrial	HTS (30108179)	5	30108179	-
678	Homo sapiens	3315	HSPB1	Heat shock protein beta-1	HTS (30108179)	5	30108179	-
679	Homo sapiens	3329	HSPD1	60 kDa heat shock protein, mitochondrial	HTS (30108179)	5	30108179	-
680	Homo sapiens	10808	HSPH1	Heat shock protein 105 kDa	HTS (30108179)	5	30108179	-
681	Homo sapiens	10075	HUWE1	E3 ubiquitin-protein ligase HUWE1	HTS (30108179)	5	30108179	-
682	Homo sapiens	10525	HYOU1	Hypoxia up-regulated protein 1	HTS (30108179)	5	30108179	-
683	Homo sapiens	3376	IARS1	Isoleucine--tRNA ligase, cytoplasmic	HTS (30108179)	5	30108179	-
684	Homo sapiens	3418	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial	HTS (30108179)	5	30108179	-
685	Homo sapiens	3428	IFI16	Gamma-interferon-inducible protein 16	HTS (30108179)	5	30108179	-
686	Homo sapiens	3493	IGHA1	Ig alpha-1 chain C region;Ig alpha-2 chain C region	HTS (30108179)	5	30108179	-
687	Homo sapiens	3550	IK	Protein Red	HTS (30108179)	5	30108179	-
688	Homo sapiens	10989	IMMT	MICOS complex subunit MIC60	HTS (30108179)	5	30108179	-
689	Homo sapiens	55272	IMP3	U3 small nucleolar ribonucleoprotein protein IMP3	HTS (29742442)	5	29742442	-
690	Homo sapiens	92856	IMP4	U3 small nucleolar ribonucleoprotein protein IMP4	HTS (29742442)	5	29742442	-
691	Homo sapiens	3615	IMPDH2	Inosine-5-monophosphate dehydrogenase 2	HTS (30108179)	5	30108179	-
692	Homo sapiens	3619	INCENP	Inner centromere protein	HTS (29742442)	5	29742442	-
693	Homo sapiens	3635	INPP5D	Phosphatidylinositol 3, 4, 5-trisphosphate 5-phosphatase 1	HTS (30108179)	5	30108179	-
694	Homo sapiens	3843	IPO5	Importin-5	HTS (30108179)	5	30108179	-
695	Homo sapiens	55705	IPO9	Importin-9	HTS (30108179)	5	30108179	-
696	Homo sapiens	3662	IRF4	Interferon regulatory factor 4	HTS (30108179)	5	30108179	-
697	Homo sapiens	81875	ISG20L2	Interferon-stimulated 20 kDa exonuclease-like 2	HTS (29742442)	5	29742442	-
698	Homo sapiens	3735	KARS1	Lysine--tRNA ligase	HTS (30108179)	5	30108179	-
699	Homo sapiens	3775	KCNK1	Potassium channel subfamily K member 1	HTS (29742442)	5	29742442	-
700	Homo sapiens	10657	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	HTS (30108179)	5	30108179	-
701	Homo sapiens	8570	KHSRP	Far upstream element-binding protein 2	HTS (30108179)	5	30108179	-
702	Homo sapiens	3835	KIF22	Kinesin-like protein KIF22	HTS (30108179)	5	30108179	-
703	Homo sapiens	9493	KIF23	Kinesin-like protein KIF23	HTS (29742442)	5	29742442	-
704	Homo sapiens	3796	KIF2A	Kinesin-like protein KIF2A	HTS (30108179)	5	30108179	-
705	Homo sapiens	3799	KIF5B	Kinesin-1 heavy chain	HTS (30108179)	5	30108179	-
706	Homo sapiens	3833	KIFC1	Kinesin-like protein KIFC1	HTS (30108179)	5	30108179	-
707	Homo sapiens	4297	KMT2A	Histone-lysine N-methyltransferase 2A	HTS (29742442)	5	29742442	-
708	Homo sapiens	400506	KNOP1	Lysine-rich nucleolar protein 1	HTS (29742442)	5	29742442	-
709	Homo sapiens	3838	KPNA2	Importin subunit alpha;Importin subunit alpha-1	HTS (30108179)	5	30108179	-
710	Homo sapiens	448834	KPRP	Keratinocyte proline-rich protein	HTS (30108179)	5	30108179	-
711	Homo sapiens	3845	KRAS	GTPase KRas	HTS (29742442)	5	29742442	-
712	Homo sapiens	65095	KRI1	Protein KRI1 homolog	HTS (29742442)	5	29742442	-
713	Homo sapiens	11103	KRR1	KRR1 small subunit processome component homolog	HTS (29742442)	5	29742442	-
714	Homo sapiens	3895	KTN1	Kinectin	HTS (30108179)	5	30108179	-
715	Homo sapiens	23185	LARP4B	La-related protein 4B	HTS (30108179)	5	30108179	-
716	Homo sapiens	79081	LBHD1	LBH domain-containing protein 1	HTS (29742442)	5	29742442	-
717	Homo sapiens	3936	LCP1	Plastin-2	HTS (30108179)	5	30108179	-
718	Homo sapiens	3939	LDHA	L-lactate dehydrogenase A chain	HTS (30108179)	5	30108179	-
719	Homo sapiens	3954	LETM1	LETM1 and EF-hand domain-containing protein 1, mitochondrial	HTS (30108179)	5	30108179	-
720	Homo sapiens	3980	LIG3	DNA ligase 3	HTS (30108179)	5	30108179	-
721	Homo sapiens	84298	LLPH	Protein LLP homolog	HTS (29742442)	5	29742442	-
722	Homo sapiens	4001	LMNB1	Lamin-B1	HTS (30108179)	5	30108179	-
723	Homo sapiens	84823	LMNB2	Lamin-B2	HTS (30108179)	5	30108179	-
724	Homo sapiens	102724334	LOC102724334	Histone H2B type F-S	HTS (29742442)	5	29742442	-
725	Homo sapiens	9361	LONP1	Lon protease homolog, mitochondrial	HTS (30108179)	5	30108179	-
726	Homo sapiens	10128	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	HTS (30108179)	5	30108179	-
727	Homo sapiens	57470	LRRC47	Leucine-rich repeat-containing protein 47	HTS (30108179)	5	30108179	-
728	Homo sapiens	55379	LRRC59	Leucine-rich repeat-containing protein 59	HTS (30108179)	5	30108179	-
729	Homo sapiens	26065	LSM14A	Protein LSM14 homolog A	HTS (30108179)	5	30108179	-
730	Homo sapiens	4046	LSP1	Lymphocyte-specific protein 1	HTS (30108179)	5	30108179	-
731	Homo sapiens	84946	LTV1	Protein LTV1 homolog	HTS (30108179)	5	30108179	-
732	Homo sapiens	51631	LUC7L2	Putative RNA-binding protein Luc7-like 2	HTS (29742442)	5	29742442	-
733	Homo sapiens	51747	LUC7L3	Luc7-like protein 3	HTS (29742442)	5	29742442	-
734	Homo sapiens	55646	LYAR	Cell growth-regulating nucleolar protein	HTS (29742442)	5	29742442	-
735	Homo sapiens	23499	MACF1	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5	HTS (30108179)	5	30108179	-
736	Homo sapiens	9555	MACROH2A1	Core histone macro-H2A.1	HTS (29742442)	5	29742442	-
737	Homo sapiens	4116	MAGOH	Protein mago nashi homolog	HTS (29742442)	5	29742442	-
738	Homo sapiens	55110	MAGOHB	Protein mago nashi homolog 2	HTS (29742442)	5	29742442	-
739	Homo sapiens	84549	MAK16	Protein MAK16 homolog	HTS (29742442)	5	29742442	-
740	Homo sapiens	55201	MAP1S	Microtubule-associated protein 1S	HTS (30108179)	5	30108179	-
741	Homo sapiens	4134	MAP4	Microtubule-associated protein 4	HTS (29742442)	5	29742442	-
742	Homo sapiens	11184	MAP4K1	Mitogen-activated protein kinase kinase kinase kinase 1	HTS (30108179)	5	30108179	-
743	Homo sapiens	22919	MAPRE1	Microtubule-associated protein RP/EB family member 1	HTS (30108179)	5	30108179	-
744	Homo sapiens	4141	MARS1	Methionine--tRNA ligase, cytoplasmic	HTS (30108179)	5	30108179	-
745	Homo sapiens	9782	MATR3	Matrin-3	HTS (29742442)	5	29742442	-
746	Homo sapiens	8932	MBD2	Methyl-CpG-binding domain protein 2	HTS (29742442)	5	29742442	-
747	Homo sapiens	4154	MBNL1	Muscleblind-like protein 1	HTS (30108179)	5	30108179	-
748	Homo sapiens	4171	MCM2	DNA replication licensing factor MCM2	HTS (30108179)	5	30108179	-
